Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,UT1,AA5,UT2,AA6,UT3,AA7,UT4,AA8
Q14191,Q14191,WRN_HUMAN,WRN,Werner syndrome ATP-dependent helicase,628769,673916,606296,489361,613065,584314,766313,513230
Q14192,Q14192,FHL2_HUMAN,FHL2,Four and a half LIM domains protein 2,3.00E+06,2.33E+06,3.19E+06,2.18E+06,3.00E+06,2.15E+06,2.57E+06,2.19E+06
Q14195-2,Q14195-2,DPYL3_HUMAN,DPYSL3,Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3,1.32E+07,1.47E+07,1.28E+07,1.38E+07,1.29E+07,1.38E+07,1.28E+07,1.42E+07
Q14197,Q14197;J3KS15,ICT1_HUMAN,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",6.32E+06,5.87E+06,5.44E+06,8.66E+06,6.40E+06,6.85E+06,4.40E+06,6.05E+06
Q14202;Q14202-2,Q14202;Q14202-2;A6NHB5;A6NHN7,ZMYM3_HUMAN,ZMYM3,Zinc finger MYM-type protein 3,2.74E+06,3.44E+06,2.94E+06,3.04E+06,2.99E+06,3.52E+06,3.20E+06,3.14E+06
Q14203;Q14203-3;Q14203-4;Q14203-6,Q14203;Q14203-2;Q14203-3;Q14203-4;Q14203-5;Q14203-6;A0A7P0Z4C3;A0A804CDA6;E7EX90;Q6AWB1,DCTN1_HUMAN,DCTN1,Dynactin subunit 1,1.85E+07,1.88E+07,1.94E+07,1.88E+07,1.84E+07,1.79E+07,2.01E+07,1.86E+07
Q14204,Q14204;A0A7P0T916;A0A7P0T825;A0A2R8YFZ7;A0A7P0TA13;A0A7P0TAF3;A0A7P0T9R4;A0A7P0TBJ7;A0A2R8Y5T0;A0A7P0T9F1;A0A7P0TAM4;A0A7P0T8W5;A0A7P0T8N2;A0A2R8Y706;A0A7P0T7V5;A0A7P0TAW9;A0A7P0T9C4;A0A2R8Y6H2;A0A7P0TB75;A0A7P0T9K2,DYHC1_HUMAN,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,3.22E+07,3.35E+07,3.21E+07,3.29E+07,3.32E+07,3.18E+07,3.45E+07,3.34E+07
Q14207,Q14207;H0YET3,NPAT_HUMAN,NPAT,Protein NPAT,343519,268178,423060,308420,1.05E+06,279506,326600,208726
Q14232,Q14232;Q14232-2;F5H0D0,EI2BA_HUMAN,EIF2B1,Translation initiation factor eIF-2B subunit alpha,1.53E+07,1.58E+07,1.53E+07,1.63E+07,1.35E+07,1.66E+07,1.50E+07,1.59E+07
Q14240;Q14240-2,Q14240;Q14240-2;E7EQG2,IF4A2_HUMAN,EIF4A2,Eukaryotic initiation factor 4A-II,4.50E+07,4.05E+07,5.04E+07,3.68E+07,4.14E+07,4.09E+07,4.82E+07,4.34E+07
Q14241,Q14241;A0A024RAC6,ELOA1_HUMAN,ELOA,Elongin-A,2.20E+06,2.38E+06,3.35E+06,2.06E+06,2.62E+06,2.27E+06,3.28E+06,2.15E+06
Q14244;Q14244-2;Q14244-3;Q14244-4;Q14244-5;Q14244-6;Q14244-7,Q14244;Q14244-2;Q14244-3;Q14244-4;Q14244-5;Q14244-6;Q14244-7;A0A087WZ40,MAP7_HUMAN,MAP7,Ensconsin,1.86E+06,1.93E+06,1.86E+06,1.47E+06,1.71E+06,1.67E+06,2.11E+06,1.57E+06
Q14247,Q14247;Q14247-2;Q14247-3,SRC8_HUMAN,CTTN,Src substrate cortactin,4.94E+07,5.50E+07,5.49E+07,5.43E+07,5.49E+07,4.92E+07,5.30E+07,5.02E+07
Q14254,Q14254;E7EMK3;J3QLD9,FLOT2_HUMAN,FLOT2,Flotillin-2,2.65E+06,3.23E+06,2.25E+06,2.67E+06,2.00E+06,2.52E+06,2.02E+06,2.50E+06
Q14257;Q14257-2,Q14257;Q14257-2;A8MXP8,RCN2_HUMAN,RCN2,Reticulocalbin-2,1.44E+07,1.21E+07,1.42E+07,1.10E+07,1.24E+07,1.13E+07,1.48E+07,9.75E+06
Q14258,Q14258,TRI25_HUMAN,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,792154,982290,810284,861771,809479,930584,903879,1.05E+06
Q14315;Q14315-2,Q14315;Q14315-2,FLNC_HUMAN,FLNC,Filamin-C,3.09E+06,2.88E+06,2.85E+06,2.57E+06,2.82E+06,2.88E+06,2.78E+06,2.99E+06
Q14318;Q14318-2,Q14318;Q14318-2;Q14318-3;U3KQI1;A0A0A0MTJ1,FKBP8_HUMAN,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,5.27E+06,3.37E+06,4.84E+06,4.36E+06,5.78E+06,3.63E+06,3.84E+06,3.29E+06
Q14320,Q14320,FA50A_HUMAN,FAM50A,Protein FAM50A,1.22E+07,1.11E+07,1.22E+07,1.12E+07,1.14E+07,1.14E+07,1.13E+07,1.30E+07
Q14331,Q14331;E9PRR7,FRG1_HUMAN,FRG1,Protein FRG1,1.01E+07,8.28E+06,8.07E+06,9.31E+06,8.74E+06,9.51E+06,8.96E+06,1.00E+07
Q14344,Q14344;Q14344-2,GNA13_HUMAN,GNA13,Guanine nucleotide-binding protein subunit alpha-13,3.13E+07,2.58E+07,2.69E+07,2.66E+07,2.73E+07,2.34E+07,2.47E+07,2.52E+07
Q14376;Q14376-2,Q14376;Q14376-2;Q5QPP3;Q5QPP1;Q5QPP4,GALE_HUMAN,GALE,UDP-glucose 4-epimerase,2.03E+06,2.21E+06,1.69E+06,2.34E+06,2.40E+06,2.80E+06,2.20E+06,2.55E+06
Q14444,Q14444;Q14444-2;G3V153;E9PLA9,CAPR1_HUMAN,CAPRIN1,Caprin-1,7.95E+07,5.37E+07,8.01E+07,4.85E+07,7.50E+07,5.21E+07,7.55E+07,4.43E+07
Q14457,Q14457;E7EV84;K7EN35;K7EQQ7,BECN1_HUMAN,BECN1,Beclin-1,1.63E+06,2.05E+06,1.31E+06,1.08E+06,1.34E+06,1.54E+06,1.37E+06,1.22E+06
Q14493,Q14493;F8W8D3;E7EUV9;H0YAE8,SLBP_HUMAN,SLBP,Histone RNA hairpin-binding protein,3.95E+06,7.35E+06,5.91E+06,7.05E+06,5.91E+06,7.11E+06,6.22E+06,5.91E+06
Q14498;Q14498-2;Q14498-3,Q14498;Q14498-2;Q14498-3;A0A0U1RQH7;Q5QP23;H0Y4X3;G3XAC6,RBM39_HUMAN,RBM39,RNA-binding protein 39,3.08E+07,3.34E+07,3.40E+07,3.51E+07,3.31E+07,3.11E+07,2.79E+07,3.36E+07
Q14527,Q14527;A0A0C4DGA6,HLTF_HUMAN,HLTF,Helicase-like transcription factor,2.99E+06,2.82E+06,3.57E+06,3.18E+06,3.26E+06,3.44E+06,3.57E+06,3.13E+06
Q14534,Q14534;E7EVQ6;H0YBN7,ERG1_HUMAN,SQLE,Squalene monooxygenase,2.01E+06,1.11E+06,1.58E+06,,1.95E+06,,1.16E+06,1.32E+06
Q14541;Q14541-2,Q14541;Q14541-2;A0A6E1WB48,HNF4G_HUMAN,HNF4G,Hepatocyte nuclear factor 4-gamma,,2.28E+06,1.80E+06,,2.31E+06,2.02E+06,,1.99E+06
Q14542;Q14542-3,Q14542;Q14542-3,S29A2_HUMAN,SLC29A2,Equilibrative nucleoside transporter 2,411801,646563,533330,623408,538035,589890,427563,720126
Q14554,Q14554,PDIA5_HUMAN,PDIA5,Protein disulfide-isomerase A5,3.69E+06,3.69E+06,3.93E+06,3.62E+06,3.19E+06,4.01E+06,3.97E+06,3.45E+06
Q14558;Q14558-2,Q14558;Q14558-2,KPRA_HUMAN,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,3.21E+06,3.76E+06,3.43E+06,3.18E+06,3.78E+06,3.02E+06,3.30E+06,3.27E+06
Q14562,Q14562,DHX8_HUMAN,DHX8,ATP-dependent RNA helicase DHX8,3.39E+06,3.17E+06,3.99E+06,2.88E+06,4.09E+06,3.10E+06,4.14E+06,3.00E+06
Q14566,Q14566,MCM6_HUMAN,MCM6,DNA replication licensing factor MCM6,4.75E+07,4.17E+07,4.63E+07,3.68E+07,4.57E+07,3.92E+07,4.52E+07,3.98E+07
Q14568,Q14568,HS902_HUMAN,HSP90AA2P,Heat shock protein HSP 90-alpha A2,,,,2.56E+07,,1.20E+07,2.81E+07,
Q14571,Q14571,ITPR2_HUMAN,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2",238303,329378,289433,510222,357126,390820,219531,299722
Q14651,Q14651,PLSI_HUMAN,PLS1,Plastin-1,1.35E+07,1.42E+07,1.36E+07,1.28E+07,1.47E+07,1.25E+07,1.41E+07,1.32E+07
Q14653;Q14653-4,Q14653;Q14653-4;M0QXC8;M0QZB8;M0R0R8;M0QZB7;M0R0X9;M0R205;M0QYT9,IRF3_HUMAN,IRF3,Interferon regulatory factor 3,500887,1.09E+06,678975,993759,707122,851092,778327,955943
Q14657,Q14657,LAGE3_HUMAN,LAGE3,EKC/KEOPS complex subunit LAGE3,2.65E+06,2.83E+06,4.33E+06,5.74E+06,5.32E+06,3.88E+06,3.91E+06,4.97E+06
Q14669;Q14669-2;Q14669-3,Q14669;Q14669-2;Q14669-3;Q14669-4;A0A6Q8PHK0;A0A6Q8PGG9,TRIPC_HUMAN,TRIP12,E3 ubiquitin-protein ligase TRIP12,3.22E+06,2.43E+06,3.33E+06,2.32E+06,3.29E+06,2.23E+06,3.22E+06,2.28E+06
Q14671-2;Q14671-3,Q14671;Q14671-2;Q14671-3;Q14671-4;H0YDK8;E9PR38;H0YEH2;Q5T1Z4;Q5T1Z8,PUM1_HUMAN,PUM1,Isoform 2 of Pumilio homolog 1,1.10E+07,9.92E+06,9.54E+06,8.90E+06,1.02E+07,9.02E+06,1.21E+07,9.98E+06
Q14671-4,Q14671;Q14671-4;E9PR38;H0YEH2,PUM1_HUMAN,PUM1,Isoform 4 of Pumilio homolog 1,1.01E+07,8.93E+06,1.08E+07,9.27E+06,8.77E+06,1.08E+07,1.18E+07,8.70E+06
Q14674,Q14674;Q14674-2,ESPL1_HUMAN,ESPL1,Separin,2.52E+06,2.24E+06,2.64E+06,2.26E+06,2.73E+06,2.15E+06,2.56E+06,2.24E+06
Q14676,Q14676;Q14676-2;Q14676-3;Q14676-4,MDC1_HUMAN,MDC1,Mediator of DNA damage checkpoint protein 1,8.01E+06,7.27E+06,7.76E+06,8.91E+06,8.70E+06,7.32E+06,7.94E+06,7.62E+06
Q14677-3,Q14677;Q14677-2;Q14677-3,EPN4_HUMAN,CLINT1,Isoform 3 of Clathrin interactor 1,1.36E+07,1.28E+07,1.21E+07,1.32E+07,1.54E+07,1.28E+07,1.44E+07,1.34E+07
Q14679,Q14679;E7EX20,TTLL4_HUMAN,TTLL4,Tubulin monoglutamylase TTLL4,418619,,434971,,471552,,497484,
Q14680;Q14680-2;Q14680-3;Q14680-4;Q14680-5;Q14680-6;Q14680-7;Q14680-8,Q14680;Q14680-2;Q14680-3;Q14680-4;Q14680-5;Q14680-6;Q14680-7;Q14680-8,MELK_HUMAN,MELK,Maternal embryonic leucine zipper kinase,271395,254515,512178,185941,458935,,517771,195442
Q14681,Q14681,KCTD2_HUMAN,KCTD2,BTB/POZ domain-containing protein KCTD2,463310,354210,820056,,685002,,623988,306105
Q14683,Q14683;G8JLG1;A0A6Q8PHC3,SMC1A_HUMAN,SMC1A,Structural maintenance of chromosomes protein 1A,2.30E+07,2.56E+07,2.35E+07,2.40E+07,2.27E+07,2.51E+07,2.32E+07,2.62E+07
Q14684;Q14684-2,Q14684;Q14684-2,RRP1B_HUMAN,RRP1B,Ribosomal RNA processing protein 1 homolog B,2.24E+07,2.32E+07,2.31E+07,2.22E+07,2.31E+07,2.21E+07,2.18E+07,2.28E+07
Q14686,Q14686,NCOA6_HUMAN,NCOA6,Nuclear receptor coactivator 6,770539,696130,913509,751429,781049,814955,1.02E+06,793547
Q14687;Q14687-2;Q14687-3,Q14687;Q14687-2;Q14687-3;H7C3B5;H0Y613,GSE1_HUMAN,GSE1,Genetic suppressor element 1,400968,643612,430849,652313,511469,549664,601242,
Q14689;Q14689-6,Q14689;Q14689-2;Q14689-3;Q14689-4;Q14689-6;A0A494C143,DIP2A_HUMAN,DIP2A,Disco-interacting protein 2 homolog A,1.79E+06,1.87E+06,1.84E+06,1.71E+06,1.83E+06,1.57E+06,1.93E+06,1.77E+06
Q14690,Q14690;A0A3B3IUD7,RRP5_HUMAN,PDCD11,Protein RRP5 homolog,1.08E+07,9.83E+06,1.10E+07,1.14E+07,1.19E+07,9.91E+06,9.91E+06,9.63E+06
Q14691,Q14691,PSF1_HUMAN,GINS1,DNA replication complex GINS protein PSF1,2.06E+06,2.28E+06,2.01E+06,2.57E+06,1.95E+06,2.73E+06,1.87E+06,2.28E+06
Q14692,Q14692,BMS1_HUMAN,BMS1,Ribosome biogenesis protein BMS1 homolog,1.01E+07,1.17E+07,1.01E+07,1.13E+07,1.03E+07,1.12E+07,9.36E+06,1.10E+07
Q14694;Q14694-2;Q14694-3,Q14694;Q14694-2;Q14694-3,UBP10_HUMAN,USP10,Ubiquitin carboxyl-terminal hydrolase 10,1.87E+07,1.90E+07,1.73E+07,1.56E+07,1.77E+07,1.85E+07,1.85E+07,1.72E+07
Q14696,Q14696,MESD_HUMAN,MESD,LRP chaperone MESD,1.47E+07,1.63E+07,1.62E+07,1.22E+07,1.63E+07,1.45E+07,1.64E+07,1.28E+07
Q14697,Q14697;F5H6X6,GANAB_HUMAN,GANAB,Neutral alpha-glucosidase AB,658399,1.26E+06,1.01E+06,715447,,664405,928742,996126
Q14697-2,Q14697;Q14697-2;E9PKU7;F5H6X6,GANAB_HUMAN,GANAB,Isoform 2 of Neutral alpha-glucosidase AB,4.73E+07,4.33E+07,5.22E+07,4.75E+07,5.10E+07,5.12E+07,5.06E+07,4.02E+07
Q14728,Q14728;D6RE79;D6RIZ4;D6RA47,MFS10_HUMAN,MFSD10,Major facilitator superfamily domain-containing protein 10,,,401925,139050,265908,,,325797
Q14738,Q14738;Q14738-2;E9PFR3,2A5D_HUMAN,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,1.37E+07,1.10E+07,1.27E+07,1.16E+07,1.24E+07,1.24E+07,1.27E+07,1.22E+07
Q14739,Q14739;A0A494C1L1;C9JXK0,LBR_HUMAN,LBR,Delta(14)-sterol reductase LBR,1.47E+07,8.72E+06,1.30E+07,1.33E+07,1.48E+07,1.23E+07,1.24E+07,1.11E+07
Q14746;Q14746-2,Q14746;Q14746-2;B7Z2Y2,COG2_HUMAN,COG2,Conserved oligomeric Golgi complex subunit 2,1.49E+06,1.13E+06,2.03E+06,1.67E+06,1.77E+06,1.60E+06,1.53E+06,1.58E+06
Q14781,Q14781,CBX2_HUMAN,CBX2,Chromobox protein homolog 2,1.81E+06,1.85E+06,1.62E+06,1.49E+06,1.70E+06,1.50E+06,1.81E+06,1.60E+06
Q14789;Q14789-2;Q14789-3;Q14789-4,Q14789;Q14789-2;Q14789-3;Q14789-4,GOGB1_HUMAN,GOLGB1,Golgin subfamily B member 1,5.13E+06,4.36E+06,5.52E+06,4.54E+06,5.10E+06,4.59E+06,5.27E+06,4.60E+06
Q147X3,Q147X3;Q147X3-2,NAA30_HUMAN,NAA30,N-alpha-acetyltransferase 30,2.38E+06,2.40E+06,2.30E+06,2.36E+06,2.46E+06,2.29E+06,2.22E+06,2.33E+06
Q14807,Q14807;Q14807-2;H3BTH5;H3BRB3,KIF22_HUMAN,KIF22,Kinesin-like protein KIF22,2.17E+07,2.09E+07,2.16E+07,2.20E+07,2.13E+07,2.05E+07,2.25E+07,2.07E+07
Q14814;Q14814-2;Q14814-3;Q14814-4;Q14814-5;Q14814-6,Q14814;Q14814-2;Q14814-3;Q14814-4;Q14814-5;Q14814-6,MEF2D_HUMAN,MEF2D,Myocyte-specific enhancer factor 2D,1.11E+06,853687,1.14E+06,,1.10E+06,801963,1.21E+06,
Q14839;Q14839-2,Q14839;Q14839-2;A0A2R8Y7M9;A0A2R8Y521;A0A2R8Y425;A0A2R8YFD8;F5GWX5;A0A2R8Y8C1;A0A0C4DGG9;A0A2R8YDJ9;A0A2R8YFK9;A0A2R8Y212;A0A2R8Y445;A0A2R8Y5J0;A0A2U3TZM0;A0A2R8YD40;A0A2R8Y7I0;A0A2R8YDW2;A0A2R8Y5M9;A0A2R8YE38;A0A2R8YER1;A0A2R8Y4X2,CHD4_HUMAN,CHD4,Chromodomain-helicase-DNA-binding protein 4,2.75E+07,2.64E+07,2.55E+07,2.58E+07,2.71E+07,2.63E+07,2.61E+07,2.69E+07
Q14847,Q14847;Q14847-3,LASP1_HUMAN,LASP1,LIM and SH3 domain protein 1,1.85E+07,1.73E+07,2.08E+07,1.68E+07,1.60E+07,1.66E+07,1.88E+07,1.80E+07
Q14919;Q14919-2,Q14919;Q14919-2;E9PNC7;C9JCC6;E9PQX9,NC2A_HUMAN,DRAP1,Dr1-associated corepressor,3.07E+07,3.13E+07,3.22E+07,2.72E+07,2.36E+07,3.21E+07,2.81E+07,3.21E+07
Q14938-3;Q14938-5;Q14938-6,Q14938-3;Q14938-5;Q14938-6;C9JWJ8,NFIX_HUMAN,NFIX,Isoform 3 of Nuclear factor 1 X-type,402938,561928,,447684,403460,565692,344967,654907
Q14966,Q14966;Q14966-2;Q14966-3;Q14966-4;Q14966-6;C9JWN0,ZN638_HUMAN,ZNF638,Zinc finger protein 638,8.73E+06,8.21E+06,9.18E+06,8.14E+06,9.36E+06,8.55E+06,9.02E+06,7.95E+06
Q14974,Q14974;Q14974-2;J3KTM9,IMB1_HUMAN,KPNB1,Importin subunit beta-1,7.37E+07,7.61E+07,7.16E+07,8.19E+07,7.70E+07,8.19E+07,7.97E+07,8.60E+07
Q14978-2,Q14978-2;A0A0A0MRM9,NOLC1_HUMAN,NOLC1,Isoform Beta of Nucleolar and coiled-body phosphoprotein 1,5.37E+07,6.40E+07,5.43E+07,5.82E+07,5.84E+07,6.24E+07,5.65E+07,6.61E+07
Q14978-3,Q14978-3;S4R341,NOLC1_HUMAN,NOLC1,Isoform 3 of Nucleolar and coiled-body phosphoprotein 1,,,802576,,,,,
Q14980-2,Q14980;Q14980-2;Q14980-3;Q14980-4;K4DIE0;A0A087WY61;H0YFY6,NUMA1_HUMAN,NUMA1,Isoform 2 of Nuclear mitotic apparatus protein 1,1.47E+07,1.56E+07,1.49E+07,1.53E+07,1.45E+07,1.58E+07,1.55E+07,1.62E+07
Q14997,Q14997;F8WBH5,PSME4_HUMAN,PSME4,Proteasome activator complex subunit 4,7.32E+06,8.42E+06,7.05E+06,7.52E+06,8.52E+06,7.40E+06,9.00E+06,8.37E+06
Q149N8;Q149N8-4,Q149N8;Q149N8-2;Q149N8-4;A0A0D9SFM0,SHPRH_HUMAN,SHPRH,E3 ubiquitin-protein ligase SHPRH,1.13E+06,1.16E+06,1.56E+06,1.05E+06,1.39E+06,1.08E+06,1.50E+06,1.03E+06
Q14BN4,Q14BN4;Q14BN4-2;Q14BN4-3;Q14BN4-6;Q14BN4-7;A0A5F9VB99;A0A590UJT5;A0A590UJ16;A0A590UJK3;A0A590UJU9,SLMAP_HUMAN,SLMAP,Sarcolemmal membrane-associated protein,1.42E+06,1.38E+06,1.72E+06,1.85E+06,1.74E+06,1.78E+06,1.55E+06,1.58E+06
Q14C86-2;Q14C86-6,Q14C86;Q14C86-2;Q14C86-3;Q14C86-4;Q14C86-5;Q14C86-6;B0QZ65;H0Y4E7;C9IZ08;B4DGD8;F8W9S7;A0A0A0MQV8;H0Y7I9,GAPD1_HUMAN,GAPVD1,Isoform 2 of GTPase-activating protein and VPS9 domain-containing protein 1,1.21E+07,1.24E+07,1.28E+07,1.38E+07,1.29E+07,1.29E+07,1.37E+07,1.35E+07
Q14CB8;Q14CB8-2;Q14CB8-6;Q14CB8-7,Q14CB8;Q14CB8-2;Q14CB8-3;Q14CB8-6;Q14CB8-7,RHG19_HUMAN,ARHGAP19,Rho GTPase-activating protein 19,836788,775290,819749,1.23E+06,616469,785035,1.21E+06,715467
Q14CX7,Q14CX7;Q14CX7-2,NAA25_HUMAN,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",1.20E+07,1.21E+07,1.16E+07,1.26E+07,1.15E+07,1.24E+07,1.23E+07,1.23E+07
Q15003,Q15003;C9J470;C9JZP1;E9PHA2,CND2_HUMAN,NCAPH,Condensin complex subunit 2,1.33E+07,1.28E+07,1.26E+07,1.25E+07,1.23E+07,1.25E+07,1.40E+07,1.35E+07
Q15004,Q15004;H0YKX3;A0A0U1RQM0;H0YMA4,PAF15_HUMAN,PCLAF,PCNA-associated factor,1.06E+07,1.32E+06,1.18E+07,2.18E+06,1.37E+07,1.31E+06,1.18E+07,1.88E+06
Q15005,Q15005;A0A087WUC6;E9PL01;E9PI68;H0YE04,SPCS2_HUMAN,SPCS2,Signal peptidase complex subunit 2,1.07E+07,6.93E+06,1.09E+07,9.53E+06,1.07E+07,1.05E+07,8.08E+06,8.93E+06
Q15006,Q15006,EMC2_HUMAN,EMC2,ER membrane protein complex subunit 2,5.43E+06,5.07E+06,5.71E+06,5.28E+06,5.12E+06,5.86E+06,5.01E+06,5.00E+06
Q15007,Q15007;Q15007-2;A0A087X1R4,FL2D_HUMAN,WTAP,Pre-mRNA-splicing regulator WTAP,5.59E+06,6.06E+06,6.58E+06,5.99E+06,4.97E+06,6.27E+06,5.72E+06,6.08E+06
Q15008,Q15008;Q15008-2;Q15008-3;Q15008-4;C9J0E9;H7C531,PSMD6_HUMAN,PSMD6,26S proteasome non-ATPase regulatory subunit 6,2.84E+07,2.92E+07,3.04E+07,2.78E+07,2.91E+07,2.93E+07,3.05E+07,3.16E+07
Q15014,Q15014;Q5JXX1;Q5JXX2,MO4L2_HUMAN,MORF4L2,Mortality factor 4-like protein 2,5.02E+06,2.99E+06,5.58E+06,2.10E+06,5.66E+06,2.54E+06,4.95E+06,2.85E+06
Q15018,Q15018,ABRX2_HUMAN,ABRAXAS2,BRISC complex subunit Abraxas 2,3.52E+06,4.04E+06,3.38E+06,3.31E+06,2.99E+06,3.67E+06,3.64E+06,3.46E+06
Q15019;Q15019-2;Q15019-3,Q15019;Q15019-2;Q15019-3;C9IY94;H7C310;C9J938;C9JB25;B5MCX3;C9J2Q4,SEPT2_HUMAN,SEPTIN2,Septin-2,3.52E+07,3.64E+07,3.38E+07,3.32E+07,3.58E+07,3.37E+07,3.39E+07,3.54E+07
Q15020;Q15020-4,Q15020;Q15020-2;Q15020-4;A0A499FI31,SART3_HUMAN,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,9.38E+06,1.06E+07,8.97E+06,1.01E+07,9.27E+06,1.09E+07,9.14E+06,1.08E+07
Q15021,Q15021,CND1_HUMAN,NCAPD2,Condensin complex subunit 1,1.58E+07,1.29E+07,1.57E+07,1.30E+07,1.58E+07,1.36E+07,1.57E+07,1.34E+07
Q15022,Q15022;J3QQW9,SUZ12_HUMAN,SUZ12,Polycomb protein SUZ12,4.66E+06,3.45E+06,4.26E+06,3.50E+06,4.06E+06,3.49E+06,4.15E+06,3.41E+06
Q15024,Q15024,EXOS7_HUMAN,EXOSC7,Exosome complex component RRP42,8.36E+06,9.56E+06,7.55E+06,8.87E+06,8.82E+06,9.32E+06,7.86E+06,1.08E+07
Q15025;Q15025-4,Q15025;Q15025-2;Q15025-3;Q15025-4;Q15025-5;Q15025-6;Q15025-7;Q15025-8;A0A0A0MRZ4;H0YC17;E7EMV7,TNIP1_HUMAN,TNIP1,TNFAIP3-interacting protein 1,1.78E+06,1.49E+06,1.71E+06,2.23E+06,1.72E+06,1.60E+06,2.06E+06,2.26E+06
Q15029;Q15029-2,Q15029;Q15029-2;Q15029-3;K7EJ74;K7EP67,U5S1_HUMAN,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,4.80E+07,4.96E+07,4.88E+07,4.66E+07,4.88E+07,4.79E+07,4.93E+07,4.89E+07
Q15031,Q15031;E9PHM2,SYLM_HUMAN,LARS2,"Leucine--tRNA ligase, mitochondrial",4.36E+06,3.97E+06,3.92E+06,5.71E+06,5.36E+06,4.98E+06,3.41E+06,3.65E+06
Q15032;Q15032-2;Q15032-3;Q15032-4,Q15032;Q15032-2;Q15032-3;Q15032-4;H7C207;A0A804HIA8,R3HD1_HUMAN,R3HDM1,R3H domain-containing protein 1,,798383,,755084,1.52E+06,999957,,1.45E+06
Q15036,Q15036;Q15036-2,SNX17_HUMAN,SNX17,Sorting nexin-17,5.91E+06,1.29E+06,6.08E+06,1.35E+06,5.96E+06,1.33E+06,5.50E+06,1.55E+06
Q15041,Q15041;Q15041-2;Q15041-3;H3BN98;H3BPJ2,AR6P1_HUMAN,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,758509,720476,977954,905450,1.10E+06,,1.32E+06,904102
Q15042,Q15042;Q15042-3;Q15042-4,RB3GP_HUMAN,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,6.24E+06,6.30E+06,6.74E+06,5.85E+06,7.06E+06,5.62E+06,6.93E+06,6.29E+06
Q15043;Q15043-2;Q15043-3,Q15043;Q15043-2;Q15043-3;E5RJ40;E5RJG5;E5RGA7;E5RFZ8;E5RIP4,S39AE_HUMAN,SLC39A14,Metal cation symporter ZIP14,3.01E+06,1.16E+06,2.93E+06,1.54E+06,2.59E+06,1.29E+06,2.39E+06,1.35E+06
Q15046;Q15046-2,Q15046;Q15046-2;H3BVA8,SYK_HUMAN,KARS1,Lysine--tRNA ligase,2.32E+07,2.13E+07,2.18E+07,2.21E+07,2.15E+07,2.20E+07,2.19E+07,2.24E+07
Q15047;Q15047-3,Q15047;Q15047-3;E9PRF4,SETB1_HUMAN,SETDB1,Histone-lysine N-methyltransferase SETDB1,2.64E+06,3.03E+06,2.80E+06,2.73E+06,3.14E+06,2.76E+06,2.98E+06,2.85E+06
Q15050,Q15050,RRS1_HUMAN,RRS1,Ribosome biogenesis regulatory protein homolog,3.61E+07,3.41E+07,3.77E+07,3.55E+07,2.71E+07,3.45E+07,3.18E+07,3.28E+07
Q15051,Q15051;Q15051-2;Q15051-3;C9JVC4,IQCB1_HUMAN,IQCB1,IQ calmodulin-binding motif-containing protein 1,2.25E+06,1.97E+06,2.00E+06,1.76E+06,1.60E+06,1.74E+06,1.34E+06,1.79E+06
Q15054,Q15054;Q15054-2;Q15054-3,DPOD3_HUMAN,POLD3,DNA polymerase delta subunit 3,9.54E+06,1.02E+07,9.51E+06,1.04E+07,8.58E+06,1.09E+07,9.60E+06,9.01E+06
Q15056,Q15056;Q15056-2;A0A7I2V4E4;A0A7I2V3D5;A0A7I2V3E4,IF4H_HUMAN,EIF4H,Eukaryotic translation initiation factor 4H,7.63E+07,7.33E+07,6.87E+07,6.60E+07,7.17E+07,7.18E+07,6.98E+07,7.93E+07
Q15057,Q15057;A0A0U1RQT1;A0A087X1H5;H7C3K3,ACAP2_HUMAN,ACAP2,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",1.85E+06,2.51E+06,1.90E+06,2.50E+06,2.38E+06,3.05E+06,2.39E+06,2.14E+06
Q15058,Q15058,KIF14_HUMAN,KIF14,Kinesin-like protein KIF14,1.75E+06,1.63E+06,1.65E+06,1.68E+06,1.95E+06,1.36E+06,2.00E+06,1.42E+06
Q15059,Q15059;Q15059-2,BRD3_HUMAN,BRD3,Bromodomain-containing protein 3,6.52E+06,7.47E+06,6.93E+06,7.34E+06,6.53E+06,7.94E+06,6.65E+06,8.80E+06
Q15061,Q15061;C9JEE7,WDR43_HUMAN,WDR43,WD repeat-containing protein 43,2.47E+07,2.83E+07,2.73E+07,2.80E+07,2.45E+07,3.03E+07,2.45E+07,2.92E+07
